businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
DUNKIN DONUTS (CARNEY),,2100 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:37+00,7819536925,48511,42.27802754,-71.06604664
Dunkin Donuts (Causeway St.),,55 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2007-03-31 15:15:10+00,6173675757,26612,42.36430953,-71.06294044
DUNKIN DONUTS (CITY PLACE),,8 Park,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:23+00,6172415219,158173,42.35188328,-71.06699819
Dunkin Donuts (V.F.W. Pkwy.),,1435 V F W ,WEST ROXBURY,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:29+00,6173253107,,42.27083579,-71.17264052
DUNKIN DONUTS (WEST ROXBURY),,5305 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:00+00,6173393331,145711,42.25863967,-71.1607109
DUNKIN DONUTS @ HAYDEN HALL,,330 HUNTINGTON ,BOSTON,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:12+00,6172655800,,34.24438675,-73.6513909
Dunkin Donuts @ MBTA Station,,145 Dartmouth,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2008-04-03 18:33:47+00,6172677153,46313,42.34727746,-71.07545191
Dunkin Donuts @ Stop & Shop,,1100 MASSACHUSETTS ,DORCHESTER,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:30+00,6172888361,,34.24438675,-73.6513909
Dunkin Donuts at Old Colony,,75 OLD COLONY ,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:54+00,6178280298,,42.33575442,-71.05609134
DUNKIN DONUTS BLUE HILL AVE,,456 Blue Hill,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:19+00,6175411911,157922,42.30939852,-71.08204097
Dunkin Donuts Kiosk,,640 Atlantic,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2011-12-20 15:50:29+00,6173503194,156474,42.35002092,-71.05594181
Dunkin Donuts North Station,,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2007-12-17 14:51:57+00,6173674301,,34.24438675,-73.6513909
Dunkin Donuts(757 Centre St.),,757 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:11+00,6175249420,28193,42.31044433,-71.11518102
DUNKIN DONUTS(ARRIVAL),,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:15+00,6172655800,,34.24438675,-73.6513909
Dunkin' Donuts(C.A. Donuts),,155 Spring,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:25+00,,129544,42.27645968,-71.16677087
DUNKIN DONUTS(DEPARTURE),,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:16+00,6172655800,,34.24438675,-73.6513909
DUNKIN DONUTS(FRANKLIN),,265 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:05+00,6174644001,60665,42.35650951,-71.05332044
DUNKIN DONUTS(SATELLITE),,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:15+00,6175411911,,34.24438675,-73.6513909
DUNKIN DONUTS(WOLCOTT SQ. LLC),,942 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:14+00,6176996069,77703,42.26757219,-71.11988612
Dunkin Donuts/1138 Washington St.,,1138 Washington,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:12+00,6174749937,158234,42.34369468,-71.06584182
Dunkin Donuts/Airside,,400 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2016-10-19 19:24:47.96+00,6175411911,343936,42.36687535,-71.02090591
DUNKIN DONUTS/FIRST DONUTS INC,,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:55+00,6176242841,,34.24438675,-73.6513909
DUNKIN DONUTS/GALLERIA,,340 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:52+00,6172415219,156613,42.33832757,-71.10695994
DUNKIN DONUTS/HYDE PK AVE,,1800 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:10+00,7813952060,156665,42.23788339,-71.13213338
DUNKIN DONUTS/PLAZA ENT,,66 CORNHILL,BOSTON,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:06+00,6173675757,,34.24438675,-73.6513909
DUNKIN DONUTS/SCNVANOS,,440 Massachusetts,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:06+00,9788981250,156265,42.34087244,-71.08177013
DUNKIN DONUTS/WALDWIN GROUP,,500 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2007-03-22 18:49:12+00,6175411911,341351,42.36990367,-71.01943961
DUNKIN' DONUTS/WATERMARK,,1 Summer,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:35+00,6177829102,131977,42.35469952,-71.06024046
Dunkin Donuts-Amer Airlines/Landside,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2007-04-04 14:07:42+00,6175411911,,34.24438675,-73.6513909
DUNKIN' DONUTS-WATERMARK,,111 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:11+00,6175231451,130369,42.35903452,-71.05482344
DUNKIN/DONUT/WATERMARK,,630 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:09+00,6174643796,158089,42.35221569,-71.06237974
Dunkin/Hudson Gate C25,,300 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2023-01-04 20:19:24.617+00,6176346600,,34.24438675,-73.6513909
DUNKIN'DONUTS/WATERMARK,,101 Summer,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:06+00,6174644001,131979,42.35361952,-71.05824046
Dunkin-Term E Airside,,100 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2019-05-31 13:35:19.213+00,6175411911,341357,42.36453933,-71.02181778
Durty Nellie's,,108 Blackstone,Boston,MA,2109,Active,FS,Eating & Drinking,2007-04-17 12:38:51+00,6177422090,15794,42.36169636,-71.0565774
DW Cafe,,23 Hudson,Boston,MA,2111,Active,FS,Eating & Drinking,2021-07-22 17:31:19.787+00,,75861,42.35051772,-71.06030647
DW French,,186 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,2023-08-07 16:16:25.31+00,,355230,42.34385713,-71.10181648
Dynasty,,14 Hudson,Boston,MA,2111,Active,FS,Eating & Drinking,2021-11-16 17:09:06.23+00,6172931177,75853,42.35062052,-71.05990347
Eagle Cafe 7th Fl,,160 Federal,Boston,MA,2110,Active,FS,Eating & Drinking,2015-07-02 16:48:03.77+00,2122593655,57187,42.35404852,-71.05592545
Eagle Hill Cafe,,65 Meridian,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2020-01-21 20:14:13.643+00,8572044619,420809,42.37187136,-71.03877955
Eagles Deli,,1918 BEACON,BRIGHTON,MA,2135,Active,FS,Eating & Drinking,2008-11-07 15:01:27+00,6177313232,,34.24438675,-73.6513909
Earl of Sandwich,,1 Charles,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2012-01-06 13:36:53+00,6144261395,29470,42.35154053,-71.06743148
Earl's Kitchen and Bar,,800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,2015-12-21 16:01:38.217+00,4168367518,157244,42.34729636,-71.08145798
East Roof Production Kitchen,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2010-09-15 13:34:19+00,6175523307,172185,42.33513561,-71.16705715
EASTERN STANDARD,,775 Beacon,Boston,MA,2215,Active,FS,Eating & Drinking,2022-11-16 16:12:40.727+00,9786216202,439492,42.34737594,-71.10144367
Eat Well Meal Kits,,196 Quincy,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,2019-06-07 17:21:37.8+00,6317669354,377254,42.31306821,-71.07391994
Eataly 1St. Floor,,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,2016-02-02 15:18:52.373+00,,157244,42.34729636,-71.08145798
Eaton Vance,,90 Oliver,Boston,MA,2110,Active,FS,Eating & Drinking,2021-07-02 16:53:56.34+00,,156963,42.35632576,-71.05187649
EDDIE C'S,,34 MAVERICK,EAST BOSTON,MA,2128,Active,FS,Eating & Drinking,2006-12-07 18:35:47+00,6174682125,,42.36927482,-71.03898146
Eddie Merlot's,,505 Congress,Boston,MA,2210,Active,FS,Eating & Drinking,2022-12-23 14:28:24.887+00,8572335009,344584,42.34794363,-71.04105217
Eddie V's #8523,,800 BOYLSTON,BOSTON,MA,2199,Active,FS,Eating & Drinking,2017-12-19 16:57:33.7+00,,,34.24438675,-73.6513909
EF Boston School,,200 Lake,Brighton,MA,2135,Active,FS,Eating & Drinking,2021-12-10 19:30:51.317+00,,156971,42.34714955,-71.16323047
Effie's Kitchen,,37 Poplar,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2015-10-01 15:16:51.973+00,6179534825,158211,42.28609765,-71.12901913
EGLESTON PIZZA,,3080 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:33+00,7813200097,144616,42.31544958,-71.09841063
El Barrio Mexican Grill,,1782 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2013-12-10 20:35:40+00,6172821656,351617,42.28973953,-71.06296061
El Barrio Mexican Grill,,809 Harrison,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2021-07-21 16:01:59.227+00,6179555327,70063,42.33581454,-71.07426153
El Centro,,474 SHAWMUT ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:20+00,6172625708,,42.33857333,-71.0759006
EL CHALAN,,405 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:54+00,7813892987,30547,42.37976648,-71.02700033
El Dugout,,122 Seaver,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,2012-09-26 14:19:08+00,6174425515,124142,42.30991957,-71.09152063
El Jardin,,15 William C Kelly,East Boston,MA,2128,Active,FS,Eating & Drinking,2021-01-11 19:53:42.727+00,6175696508,440487,42.37462949,-71.03878037
El Jefe's Taqueria,,957 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2021-05-26 13:29:37.113+00,,41310,42.3519096,-71.1188906
El Jefe's Taqueria,,80 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,2019-11-12 14:53:55.42+00,6179394546,155859,42.35222529,-71.06491017
El Jefe's Taqueria of Northeastern,,269 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,2020-10-16 19:40:56.19+00,6176695955,156555,42.34217835,-71.08624094
EL MONDONGUITO,,219 Dudley,Roxbury,MA,2119,Active,FS,Eating & Drinking,2006-12-07 18:34:17+00,6175223672,158018,42.32838281,-71.08068037
El Palmar Restaurant,,290 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2015-07-31 17:20:43.807+00,6175698600,14702,42.37901748,-71.02859033
El Paso Enchiladas,,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2007-04-01 15:41:52+00,6175300365,,42.36002952,-71.05624044
El Pelon,,2193 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2010-02-26 14:55:51+00,,39669,42.34029366,-71.16640573
El Pelon Taqueria,,84 Peterborough,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2011-02-25 15:22:42+00,6172629090,168718,42.34307669,-71.09911068
EL PENOL RESTAURANT,,54 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,2006-12-07 18:36:13+00,6175690100,156292,42.37579819,-71.03710192
El Recreo Coffee & Roastene,,1872 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2014-08-15 15:57:21.957+00,6177557018,163087,42.28575637,-71.15539721
El Rey Del Pollo Restautant,,109 Blue Hill,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2022-01-25 19:06:40.303+00,6176528172,16141,42.32123455,-71.07770157
El Rinconcito,,226 Sumner,East  Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2012-09-21 12:31:15+00,6175680028,342947,34.24438675,-73.6513909
El Triunfo Restaurant / Ali Baba,,147 Berkeley,Roxbury,MA,2118,Active,FS,Eating & Drinking,2016-05-24 16:29:32.68+00,6175428499,15102,42.34351264,-71.06478634
Element Boston Seaport Hotel Rise,,391 D,Boston,MA,2210,Active,FS,Eating & Drinking,2021-12-29 17:02:39.883+00,6175301600,355422,42.34288037,-71.04539563
ELEMENTS CAFE & CONFERENCE,,77 Avenue Louis Pasteur,Boston,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:36:23+00,6174326169,6852,42.33843958,-71.10279059
Elephant & Castle Pub and Restaurant,,161 Devonshire,Boston,MA,2110,Active,FS,Eating & Drinking,2013-02-21 14:06:27+00,6173509977,155974,42.35628571,-71.05750114
Emack & Bolio's,,290 Newbury,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2007-03-31 14:23:31+00,,101525,42.34881956,-71.08456053
Emack & Bolio's,,1 Chelsea,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,2010-03-25 17:16:21+00,6172322753,163254,42.37131445,-71.06113295
Embassy Suites @Logan Airport,,207 Porter,East Boston,MA,2128,Active,FS,Eating & Drinking,2018-09-10 12:13:33.88+00,6175675000,157095,42.37023409,-71.03186855
Embassy Suites Boston Kiosk,,207 Porter,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2020-10-15 19:29:46.213+00,6175675000,157095,42.37023409,-71.03186855
EMC CLUB,,4 Jersey,Boston,MA,2215,Active,FS,Eating & Drinking,2006-12-07 18:36:41+00,6175366683,156417,42.34676791,-71.09864844
EMC Inseat,,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2011-03-25 14:42:15+00,,424258,42.34674275,-71.09860525
Emirates Lounge,,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,2017-01-30 15:24:04.79+00,9149355310,341351,42.36990367,-71.01943961
Emmanuel College,,400 FENWAY,BOSTON,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:34:40+00,7359905,,42.34161958,-71.10400059
Emmanuel College (Muddy River Cafe),,400 FENWAY,BOSTON,MA,2115,Active,FS,Eating & Drinking,2007-09-11 13:23:33+00,6177359952,,42.34161958,-71.10400059
EMMETS/ROXANNE'S,,6 Beacon,Boston,MA,2108,Active,FS,Eating & Drinking,2007-03-27 13:22:28+00,6177428565,12020,42.35798952,-71.06161046
EMPIRE GARDEN,,686 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,2017-08-29 18:27:11.48+00,6173099695,155995,42.35128597,-71.06272692
Empire Restaurant,,1 Marina Park,Boston,MA,2210,Active,FS,Eating & Drinking,2012-03-01 13:43:35+00,6172950001,,34.24438675,-73.6513909
Energize,,1930 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2022-03-07 15:07:28.25+00,7812907769,411193,42.33637964,-71.1498307
Energize,,265 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,2017-12-28 16:02:00.563+00,7812907769,365131,42.34381956,-71.08646054
Energize,,610 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,2015-12-22 16:13:38.457+00,7812907769,143653,42.35043966,-71.16784071
ERIC LINDEMAN,,25 Staniford,Boston,MA,2114,Active,FS,Eating & Drinking,2006-12-07 18:35:36+00,7812242488,157403,42.36211187,-71.06350018
Erie Pub,,791 Adams,Dorchester,MA,2124,Active,FS,Eating & Drinking,2006-12-07 18:33:50+00,6174360088,975,42.28315952,-71.05602061
Ernestos Pizza,,69 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,2013-03-11 15:51:40+00,6175231373,121923,42.36334952,-71.05584043
Esperia Grill & Rotisserie,,344 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2007-08-27 14:36:52+00,6172548337,143521,42.3488454,-71.15291421
Espresso Love Cafe,,33 Broad,Boston,MA,2109,Active,FS,Eating & Drinking,2010-12-02 16:10:03+00,5122933546,20466,42.35842952,-71.05450044
Espresso Yourself,,767 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2024-01-04 16:47:37.54+00,6174773289,163050,42.31018744,-71.11537546
Essential Herb & Juice Cafe,,501B Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2020-09-10 12:39:33.43+00,6175068302,332483,42.29410686,-71.07212925
Estella,,49 Temple,Boston,MA,2111,Active,FS,Eating & Drinking,2022-07-25 19:35:03.077+00,6179800495,156349,42.35486326,-71.06184393
Esthetic Bean,,16 Preble,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2021-08-16 13:54:37.293+00,6173157263,112534,42.32959701,-71.05636817
Estragon,,700 Harrison,BOSTON,MA,2118,Active,FS,Eating & Drinking,2007-12-07 17:58:22+00,7817715498,,42.33835954,-71.07029052
ETHEL & ANDY'S SUB SHOP,,134 K,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:04+00,6172699775,157562,42.33823248,-71.03733982
Ethiopian Cafe,,377 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2017-07-14 14:10:27.29+00,6173196971,343460,42.32237636,-71.10912985
Ethiopian Cafe & Pizza,,150 Dudley,Roxbury,MA,2119,Active,FS,Eating & Drinking,2023-10-17 18:17:52.247+00,,49636,42.32883384,-71.08320769
Etnias Bar and Grill,,145 Meridian,East Boston,MA,2128,Active,FS,Eating & Drinking,2022-01-14 18:36:56.83+00,6178748336,351705,42.37368949,-71.03887337
EUGENE O' NEILLS,,3700 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2021-03-25 13:17:58.357+00,6175532492,144970,42.3005296,-71.1128097
Eurest @ Delta Sky Club,,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,2024-01-08 17:02:20.58+00,4044674085,341351,42.36990367,-71.01943961
Eurest @ Griffith Properties,,20 Guest,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2023-02-09 15:25:59.827+00,7043281190,406118,42.35769964,-71.14726065
EVA,,279A Newbury,Boston,MA,2115,Active,FS,Eating & Drinking,2022-04-04 14:07:34.567+00,,101492,42.34924111,-71.08444925
Eventide Fenway,,1321 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,2017-03-22 14:29:44.197+00,,421351,42.34443563,-71.09908468
Evergreen Eatery,,154 Green,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2017-11-06 18:49:57.71+00,6176765489,351883,42.31048057,-71.10675222
Expressway Motors Inc./Camry  Cafe,,650 Wm T Morrissey,Dorchester,MA,2122,Active,FS,Eating & Drinking,2008-06-11 18:58:34+00,6172654321,,34.24438675,-73.6513909
Faccia a Faccia,,278 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2021-03-29 19:30:10.207+00,,282318,42.34905955,-71.08365052
Fairmont Copley Plaza,,138 Saint James,Boston,MA,2116,Active,FS,Eating & Drinking,2019-02-05 19:00:02.693+00,6172675300,421126,42.34920954,-71.07624051
Fairouz Restaurant,,5268 Washington,West Roxbury,MA,2132,Active,FS,Eating & Drinking,2014-07-24 15:13:14.183+00,6174690000,145684,42.25935842,-71.15887177
FAJITAS & RITAS INC.,,25 West,Boston,MA,2111,Active,FS,Eating & Drinking,2006-12-07 18:34:09+00,6174261266,148012,42.35484953,-71.06237046
Falafel King I I I,,62 Summer,Boston,MA,2110,Active,FS,Eating & Drinking,2013-11-15 16:12:34+00,6178692741,132031,42.35431952,-71.05862146
Falafel King II,,262 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2012-08-24 14:36:37+00,6172276400,330779,42.35773952,-71.05784045
Fan Fan Restaurant,,15 Harvard,Hyde Park,MA,2136,Active,FS,Eating & Drinking,2009-12-03 14:15:01+00,6173641390,70313,42.25638062,-71.12201782
Farmer Horse Coffee,,374 Massachusetts,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2020-01-14 13:33:33.21+00,7815709061,351879,42.34206955,-71.08349054
Fasika Cafe,,51 Roxbury,Roxbury,MA,2119,Active,FS,Eating & Drinking,2017-09-26 15:12:21+00,6174276300,351534,42.32970956,-71.08546057
Fat Baby Sushi,,116 Dorchester,South Boston,MA,2127,Active,FS,Eating & Drinking,2017-06-12 15:00:02.117+00,6172246602,388516,42.33502951,-71.04619047
Felcaro Pizzeria,,276 Cambridge,Boston,MA,2114,Active,FS,Eating & Drinking,2008-04-07 13:04:09+00,6177420011,25264,42.36094853,-71.06801346
Fenway Johnnie's,,96 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,2018-04-12 17:10:47.063+00,6179363098,422927,42.34611957,-71.09929057
Fenway Theater-L2 (Club Kitchen),,2 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,2022-06-21 16:36:08.087+00,6179825146,452071,42.34697756,-71.09494356
Fete Restaurant and Lounge,,23 Kingston,Boston,MA,2111,Active,FS,Eating & Drinking,2023-01-18 17:59:15.78+00,6179364151,340977,42.35373171,-71.0592313
Fidelity 245 Cafe,,245 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,2019-06-14 15:05:05.99+00,6172267525,131985,42.35139452,-71.05385245
Fidelity Beanery,,245 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,2019-06-14 14:42:57.463+00,6172267525,131985,42.35139452,-71.05385245
Fields West,,85 Glenville,Allston,MA,2134,Active,FS,Eating & Drinking,2022-12-13 20:18:44.247+00,,165678,42.34952466,-71.13501778
FIGARO'S BOSTON DELICATESSEN,,105 Beach,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:41+00,6174262121,9279,42.35070952,-71.05826046
FIG'S,,42 Charles,Boston,MA,2108,Active,FS,Eating & Drinking,2006-12-07 18:34:39+00,6177423447,29159,42.35723354,-71.07019548
FIG'S,,67 Main,Charlestown,MA,2129,Active,FS,Eating & Drinking,2006-12-07 18:34:32+00,6172422229,158188,42.37364706,-71.06239053
Filipino Asian Cuisine,,71 Broad,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2023-05-24 15:16:16.377+00,6173917013,357816,42.35767951,-71.05376044
FILIPPO'S,,283 Causeway,Boston,MA,2113,Active,FS,Eating & Drinking,2006-12-07 18:34:42+00,6177424143,155911,42.36696284,-71.05818131
FILL A BUSTER,,130 Bowdoin,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:33:52+00,5238164,17550,42.35856953,-71.06258046
FINAGLE-A-BAGEL,,535 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:36+00,6172138400,18338,42.35087077,-71.07559013
FIN'S SUSHI & GRILL,,240 Cambridge,Boston,MA,2114,Active,FS,Eating & Drinking,2011-06-30 17:58:31+00,6176695420,155887,42.3609863,-71.06685903
Fins Sushi & Grill  Inc.,,354 Chestnut Hill,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2007-09-10 17:55:56+00,6177310018,31866,42.33684208,-71.15151682
FIRE & ICE,,31 Saint James,Boston,MA,2116,Active,FS,Eating & Drinking,2019-04-19 13:37:01.863+00,6174823473,155769,42.35086672,-71.07188501
